food_category,restaurant,item_name,item_description,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein
Burgers,Big Boy/Frisch's Big Boy,Burger Primetime Mushroom & Swiss Cheeseburger - Grilled Chicken Sub,"Burger Primetime Mushroom & Swiss Cheeseburger - Grilled Chicken Sub, Burgers",800,42,12,0,145,1880,57,3,11,40
Sandwiches,Big Boy/Frisch's Big Boy,Sandwich Grilled Chicken,"Sandwich Grilled Chicken, Sandwiches",560,32,5,0,110,1110,32,1,6,33
Sandwiches,Big Boy/Frisch's Big Boy,Wrap Buffalo Chicken with ranch,"Wrap Buffalo Chicken with ranch, Wraps",1080,75,20,0,135,3430,60,5,3,37
Sandwiches,Big Boy/Frisch's Big Boy,Wrap Chicken Club Grilled,"Wrap Chicken Club Grilled, Wraps",700,45,14,0,105,1370,44,4,6,30
Fried Potatoes,Big Boy/Frisch's Big Boy,Side French Fries Large,"Side French Fries Large, Sides",440,24,4,0,0,100,49,5,0,5
Fried Potatoes,Big Boy/Frisch's Big Boy,Side French Fries Regular,"Side French Fries Regular, Sides",340,18,3,0,0,85,39,4,0,4
Fried Potatoes,Big Boy/Frisch's Big Boy,Side Tater Tots Large,"Side Tater Tots Large, Sides",690,52,9,0,0,770,57,7,0,3
Burgers,Big Boy/Frisch's Big Boy,Mini Cheeseburger,"Mini Cheeseburger, Kids Meals",550,38,10,1,60,800,32,1,5,17
Sandwiches,Big Boy/Frisch's Big Boy,Mini Grilled Cheese,"Mini Grilled Cheese, Kids Meals",350,19,7,0,25,700,39,1,4,11
Burgers,Big Boy/Frisch's Big Boy,Mini Hamburger,"Mini Hamburger, Kids Meals",510,35,8,1,45,680,31,1,4,15
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Cheeseburger and Fries,"Mini Meal Cheeseburger and Fries, Kids Meals",890,57,13,1,60,890,71,5,5,21
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Chicken Fingers and Fries,"Mini Meal Chicken Fingers and Fries, Kids Meals",670,38,6,0,50,910,55,5,0,22
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Chili and Spaghetti,"Mini Meal Chili and Spaghetti, Kids Meals",330,10,3.5,0.5,30,410,42,5,3,16
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Grilled Cheese and Fries,"Mini Meal Grilled Cheese and Fries, Kids Meals",690,37,10,0,25,780,77,5,4,15
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Hamburger and Fries,"Mini Meal Hamburger and Fries, Kids Meals",850,53,11,1,45,760,70,5,4,18
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Italian Spaghetti,"Mini Meal Italian Spaghetti, Kids Meals",240,3.5,1,0,10,360,40,3,5,10
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Mac and Cheese,"Mini Meal Mac and Cheese, Kids Meals",450,17,9,0,50,1740,55,1,6,20
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Pancakes and Bacon,"Mini Meal Pancakes and Bacon, Kids Meals",820,21,10,0,75,1060,144,2,72,14
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Pancakes and Sausage Links,"Mini Meal Pancakes and Sausage Links, Kids Meals",830,23,11,0,75,950,143,2,72,13
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Pancakes and Sausage Patty,"Mini Meal Pancakes and Sausage Patty, Kids Meals",950,34,14,0,95,1160,145,2,72,16
Entrees,Big Boy/Frisch's Big Boy,Mini Meal Pancakes and Turkey Sausage Patty,"Mini Meal Pancakes and Turkey Sausage Patty, Kids Meals",830,20,9,0,95,1050,144,2,72,17
Soup,Big Boy/Frisch's Big Boy,Soup Bean Cup Drive Thru 8 oz.,"Soup Bean Cup Drive Thru 8 oz., Soups",200,2.5,1,0,10,1170,31,8,7,11
Soup,Big Boy/Frisch's Big Boy,Soup Bean Quart 32 oz.,"Soup Bean Quart 32 oz., Soups",790,11,4.5,0,35,4660,125,33,27,45
Soup,Big Boy/Frisch's Big Boy,"Soup Beef Barley, Cup, 6 oz.","Soup Beef Barley, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",210,4,1,0,55,2640,22,5,3,18
Soup,Big Boy/Frisch's Big Boy,Soup Beef Barley Cup Drive Thru 8 oz.,"Soup Beef Barley Cup Drive Thru 8 oz., Soups",280,5,1.5,0,75,3520,29,6,4,24
Soup,Big Boy/Frisch's Big Boy,Soup Beef Barley Bowl 12 oz.,"Soup Beef Barley Bowl 12 oz., Soups",420,8,2,0,115,5280,44,9,5,36
Soup,Big Boy/Frisch's Big Boy,Soup Beef Barley Quart 32 oz.,"Soup Beef Barley Quart 32 oz., Soups",1130,22,6,0.5,300,14090,117,24,15,97
Soup,Big Boy/Frisch's Big Boy,"Soup Broccoli, Cup, 6 oz.","Soup Broccoli, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",530,48,29,0,110,1540,17,1,2,2
Soup,Big Boy/Frisch's Big Boy,Soup Broccoli Cup Drive Thru 8 oz.,"Soup Broccoli Cup Drive Thru 8 oz., Soups",700,63,38,0,145,2060,22,1,3,3
Soup,Big Boy/Frisch's Big Boy,Soup Broccoli Bowl 12 oz.,"Soup Broccoli Bowl 12 oz., Soups",1050,95,57,0,215,3090,34,2,4,4
Soup,Big Boy/Frisch's Big Boy,Soup Broccoli Quart 32 oz.,"Soup Broccoli Quart 32 oz., Soups",2810,254,153,0,575,8240,89,6,12,12
Soup,Big Boy/Frisch's Big Boy,"Soup Cheddar Potato, Cup, 6 oz.","Soup Cheddar Potato, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",530,40,25,0,100,1390,30,1,4,6
Soup,Big Boy/Frisch's Big Boy,Soup Cheddar Potato Cup Drive Thru 8 oz.,"Soup Cheddar Potato Cup Drive Thru 8 oz., Soups",700,53,33,0,135,1860,40,2,5,9
Soup,Big Boy/Frisch's Big Boy,Soup Cheddar Potato Bowl 12 oz.,"Soup Cheddar Potato Bowl 12 oz., Soups",1050,80,50,0,200,2790,60,3,8,13
Soup,Big Boy/Frisch's Big Boy,Soup Cheddar Potato Quart 32 oz.,"Soup Cheddar Potato Quart 32 oz., Soups",2800,214,133,0,530,7430,160,7,21,34
Soup,Big Boy/Frisch's Big Boy,"Soup Chicken Chili, Cup, 6 oz.","Soup Chicken Chili, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",220,2.5,0,0,45,1420,20,2,4,17
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Chili Cup Drive Thru 8 oz.,"Soup Chicken Chili Cup Drive Thru 8 oz., Soups",290,3.5,0,0,65,1900,27,3,5,22
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Chili Bowl 12 oz.,"Soup Chicken Chili Bowl 12 oz., Soups",440,5,0.5,0,95,2850,40,4,7,34
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Chili Quart 32 oz.,"Soup Chicken Chili Quart 32 oz., Soups",1160,13,2,0,250,7600,106,12,19,90
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Noodle Cup Drive Thru 8 oz.,"Soup Chicken Noodle Cup Drive Thru 8 oz., Soups",190,7,2,0,40,6880,19,3,10,12
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Noodle Quart 32 oz.,"Soup Chicken Noodle Quart 32 oz., Soups",750,26,7,0,155,27530,76,14,41,49
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Tortilla Cup Drive Thru 8 oz.,"Soup Chicken Tortilla Cup Drive Thru 8 oz., Soups",260,14,6,0,60,2320,17,3,5,17
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Tortilla Quart 32 oz.,"Soup Chicken Tortilla Quart 32 oz., Soups",1040,57,22,0,235,9270,68,14,20,67
Soup,Big Boy/Frisch's Big Boy,Soup Chili Cup Dine In 6 oz.,"Soup Chili Cup Dine In 6 oz., Soups",300,16,6,1,55,720,18,7,2,19
Soup,Big Boy/Frisch's Big Boy,Soup Chili Cup Drive Thru 8 oz.,"Soup Chili Cup Drive Thru 8 oz., Soups",400,21,8,1,75,960,24,9,3,26
Soup,Big Boy/Frisch's Big Boy,Soup Chili Bowl 12 oz.,"Soup Chili Bowl 12 oz., Soups",600,32,12,2,115,1450,36,13,4,39
Soup,Big Boy/Frisch's Big Boy,Soup Chili Quart 32 oz.,"Soup Chili Quart 32 oz., Soups",1590,84,31,5,305,3850,96,36,11,103
Soup,Big Boy/Frisch's Big Boy,"Soup Italian Wedding, Cup, 6 oz.","Soup Italian Wedding, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",230,11,4.5,0,25,2070,21,4,5,11
Soup,Big Boy/Frisch's Big Boy,Soup Italian Wedding Cup Drive Thru 8 oz.,"Soup Italian Wedding Cup Drive Thru 8 oz., Soups",300,15,6,0.5,35,2760,27,5,6,15
Soup,Big Boy/Frisch's Big Boy,Soup Italian Wedding Bowl 12 oz.,"Soup Italian Wedding Bowl 12 oz., Soups",450,22,9,1,55,4140,41,8,9,22
Soup,Big Boy/Frisch's Big Boy,Soup Italian Wedding Quart 32 oz.,"Soup Italian Wedding Quart 32 oz., Soups",1200,59,24,2.5,140,11030,110,20,24,60
Soup,Big Boy/Frisch's Big Boy,Soup New England Clam Chowder Bowl 12 oz.,"Soup New England Clam Chowder Bowl 12 oz., Soups",560,43,27,0,110,1070,26,1,1,10
Soup,Big Boy/Frisch's Big Boy,Soup New England Clam Chowder Quart 32 oz.,"Soup New England Clam Chowder Quart 32 oz., Soups",1490,116,71,0,295,2840,68,3,3,27
Soup,Big Boy/Frisch's Big Boy,Soup Potato Cup Dine In 6 oz.,"Soup Potato Cup Dine In 6 oz., Soups",550,43,25,0,95,1200,31,2,2,4
Soup,Big Boy/Frisch's Big Boy,Soup Potato Cup Drive Thru 8 oz.,"Soup Potato Cup Drive Thru 8 oz., Soups",730,58,34,0,125,1590,42,2,3,5
Soup,Big Boy/Frisch's Big Boy,Soup Potato Bowl 12 oz.,"Soup Potato Bowl 12 oz., Soups",1100,87,51,0,190,2390,63,3,4,8
Soup,Big Boy/Frisch's Big Boy,Soup Potato Quart 32 oz.,"Soup Potato Quart 32 oz., Soups",2940,231,135,0,510,6370,167,8,10,21
Soup,Big Boy/Frisch's Big Boy,"Soup Tomato Bisque, Cup, 6 oz.","Soup Tomato Bisque, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",290,18,12,0,60,1340,25,4,8,3
Soup,Big Boy/Frisch's Big Boy,Soup Tomato Bisque Cup Drive Thru 8 oz.,", Soups",390,24,15,0,75,1780,34,5,11,4
Soup,Big Boy/Frisch's Big Boy,Soup Tomato Bisque Bowl 12 oz.,"Soup Tomato Bisque Bowl 12 oz., Soups",580,36,23,0,115,2680,51,8,16,6
Soup,Big Boy/Frisch's Big Boy,Soup Tomato Bisque Quart 32 oz.,"Soup Tomato Bisque Quart 32 oz., Soups",1540,97,62,0,310,7140,135,21,43,15
Soup,Big Boy/Frisch's Big Boy,"Soup Vegetable, Cup, 6 oz.","Soup Vegetable, Cup, 6 oz., Available In: Dine In, Bar Soup of the Day",140,0,0,0,0,1470,31,5,6,3
Soup,Big Boy/Frisch's Big Boy,Soup Vegetable Cup Drive Thru 8 oz.,"Soup Vegetable Cup Drive Thru 8 oz., Soups",190,0.5,0,0,0,1950,41,6,7,4
Soup,Big Boy/Frisch's Big Boy,Soup Vegetable Bowl 12 oz.,"Soup Vegetable Bowl 12 oz., Soups",280,1,0,0,0,2930,61,10,11,6
Soup,Big Boy/Frisch's Big Boy,Soup Vegetable Quart 32 oz.,"Soup Vegetable Quart 32 oz., Soups",740,2,0,0,0,7820,163,25,30,17
Salads,Big Boy/Frisch's Big Boy,Salad BLT Grilled Chicken no dressing,"Salad BLT Grilled Chicken no dressing, Salads",540,33,12,0,95,1210,24,5,4,32
Salads,Big Boy/Frisch's Big Boy,Salad Buffalo Chicken no dressing,"Salad Buffalo Chicken no dressing, Salads",600,38,5,0,50,2670,44,6,4,23
Salads,Big Boy/Frisch's Big Boy,Salad Cranberry Pecan Grilled Chicken no dressing,"Salad Cranberry Pecan Grilled Chicken no dressing, Salads",450,26,3,0,45,390,37,6,26,19
Entrees,Big Boy/Frisch's Big Boy,Dinner Crispy Chicken Italian no side,"Dinner Crispy Chicken Italian no side, Dinners",1110,55,14,0,125,2630,102,8,14,55
Desserts,Big Boy/Frisch's Big Boy,Dessert Apple Pie Whole,"Dessert Apple Pie Whole, Desserts",4370,220,88,0,130,5390,568,28,284,25
Desserts,Big Boy/Frisch's Big Boy,Dessert Cherry Pie Whole,"Dessert Cherry Pie Whole, Desserts",3640,209,86,0,130,4430,403,24,107,31
Desserts,Big Boy/Frisch's Big Boy,Dessert Coconut Cream Pie Whole,"Dessert Coconut Cream Pie Whole, Desserts",3490,219,131,0,245,3460,351,16,183,30
Desserts,Big Boy/Frisch's Big Boy,Dessert Pecan Pie Whole,"Dessert Pecan Pie Whole, Desserts",5020,279,106,0,660,4100,588,12,350,41
Desserts,Big Boy/Frisch's Big Boy,Dessert Pumpkin Pie Slice,"Dessert Pumpkin Pie Slice, Desserts",530,25,13,0,90,570,69,3,39,7
Desserts,Big Boy/Frisch's Big Boy,Dessert Pumpkin Pie Whole,"Dessert Pumpkin Pie Whole, Desserts",3170,149,78,0,545,3390,414,19,234,41
Desserts,Big Boy/Frisch's Big Boy,Dessert Apple Piebaby,"Dessert Apple Piebaby, Desserts",590,25,12,0,15,700,89,4,53,3
Desserts,Big Boy/Frisch's Big Boy,Dessert Banana Cream Piebaby,"Dessert Banana Cream Piebaby, Desserts",610,34,17,0,45,640,70,2,34,5
Desserts,Big Boy/Frisch's Big Boy,Dessert Chocolate Cream Piebaby,"Dessert Chocolate Cream Piebaby, Desserts",600,35,19,0,45,690,64,2,31,5
Desserts,Big Boy/Frisch's Big Boy,Dessert Coconut Cream Piebaby,"Dessert Coconut Cream Piebaby, Desserts",650,41,24,0,45,660,64,3,31,6
Desserts,Big Boy/Frisch's Big Boy,Dessert Key Lime Piebaby,"Dessert Key Lime Piebaby, Desserts",580,28,14,0,15,650,77,1,40,3
Desserts,Big Boy/Frisch's Big Boy,Dessert Peanut Butter Piebaby,"Dessert Peanut Butter Piebaby, Desserts",850,52,25,0,35,800,86,4,43,11
Desserts,Big Boy/Frisch's Big Boy,Dessert Strawberry Piebaby,"Dessert Strawberry Piebaby, Desserts",590,23,10,0,15,400,93,3,54,3
Desserts,Big Boy/Frisch's Big Boy,Dessert Pumpkin Cheesecake Slice,"Dessert Pumpkin Cheesecake Slice, Desserts",460,22,14,0,100,350,52,2,35,8
Desserts,Big Boy/Frisch's Big Boy,Dessert Red Velvet Hot Fudge Cake,"Dessert Red Velvet Hot Fudge Cake, Desserts",660,29,15,0,45,560,91,5,64,7
Desserts,Big Boy/Frisch's Big Boy,Dessert Pumpkin Hot Caramel Cake,"Dessert Pumpkin Hot Caramel Cake, Desserts",640,26,11,0,75,580,98,1,72,6
Desserts,Big Boy/Frisch's Big Boy,Dessert Carrot Cake with Icing Slice,"Dessert Carrot Cake with Icing Slice, Desserts",420,22,4.5,0,35,240,54,1,40,4
Desserts,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Chocolate Large 32 oz.,"Dessert Hand-Dipped Milkshake Chocolate Large 32 oz., Desserts",1280,54,35,0,185,540,171,2,149,23
Desserts,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Strawberry Large 32 oz.,"Dessert Hand-Dipped Milkshake Strawberry Large 32 oz., Desserts",1350,53,34,0,185,500,190,0,175,22
Desserts,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Vanilla Large 32 oz.,"Dessert Hand-Dipped Milkshake Vanilla Large 32 oz., Desserts",1020,53,34,0,185,470,106,0,91,22
Desserts,Big Boy/Frisch's Big Boy,Dessert Mini Hand-Dipped Milkshake Strawberry 12 oz.,"Dessert Mini Hand-Dipped Milkshake Strawberry 12 oz., Desserts",570,24,16,0,75,190,78,0,71,8
Desserts,Big Boy/Frisch's Big Boy,Dessert Mini Hand-Dipped Milkshake Vanilla 12 oz.,"Dessert Mini Hand-Dipped Milkshake Vanilla 12 oz., Desserts",440,24,16,0,75,180,46,0,40,8
Entrees,Big Boy/Frisch's Big Boy,Breakfast Spanish Omelette Egg Substitute,"Breakfast Spanish Omelette Egg Substitute, Breakfast",390,23,7,0,30,1100,20,4,8,30
Entrees,Big Boy/Frisch's Big Boy,Breakfast Farmers Omelette,"Breakfast Farmers Omelette, Breakfast",700,47,14,0,635,1520,28,2,8,42
Entrees,Big Boy/Frisch's Big Boy,Breakfast Farmers Omelette Egg Substitute,"Breakfast Farmers Omelette Egg Substitute, Breakfast",580,33,9,0,75,1640,31,2,5,43
Entrees,Big Boy/Frisch's Big Boy,Breakfast Ham and Cheese Omelette Egg Substitute,"Breakfast Ham and Cheese Omelette Egg Substitute, Breakfast",380,22,6,0,70,1300,11,0,3,40
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Primetime Breakfast Sandwich with Goetta,"Breakfast Primetime Breakfast Sandwich with Goetta, Breakfast",900,57,17,0,285,1770,66,5,5,33
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Sandwich Bacon and Egg on White Toast,"Breakfast Sandwich Bacon and Egg on White Toast, Breakfast",620,42,11,0,230,1170,39,2,3,21
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Sandwich Bacon and Egg on Whole Wheat Toast,"Breakfast Sandwich Bacon and Egg on Whole Wheat Toast, Breakfast",630,43,11,0,230,1040,42,5,6,21
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Sandwich Ham and Egg on White Toast,"Breakfast Sandwich Ham and Egg on White Toast, Breakfast",590,36,8,0,250,1350,41,2,5,27
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Sandwich Ham and Egg on Whole Wheat Toast,"Breakfast Sandwich Ham and Egg on Whole Wheat Toast, Breakfast",600,37,8,0,250,1220,43,5,7,27
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Sandwich Sausage and Egg on White Toast,"Breakfast Sandwich Sausage and Egg on White Toast, Breakfast",920,71,20,0,275,1500,42,2,3,27
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Sandwich Sausage and Egg on Whole Wheat Toast,"Breakfast Sandwich Sausage and Egg on Whole Wheat Toast, Breakfast",930,72,20,0,275,1370,44,5,6,27
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Egg 'N Cheese Biscuit,"Breakfast Egg 'N Cheese Biscuit, Breakfast",430,26,12,0,200,1210,36,1,4,14
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Biscuit with Bacon,"Breakfast Biscuit with Bacon, Breakfast",350,18,10,0,15,1260,35,1,3,10
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Biscuit with Sausage,"Breakfast Biscuit with Sausage, Breakfast",480,31,14,0,35,1350,36,1,3,12
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Biscuits 'N Gravy,"Breakfast Biscuits 'N Gravy, Breakfast",840,48,26,0,25,2980,84,2,8,15
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast 1 Biscuit & Gravy,"Breakfast 1 Biscuit & Gravy, Breakfast",420,24,13,0,15,1490,42,1,4,7
Entrees,Big Boy/Frisch's Big Boy,Breakfast One Egg Any Style,"Breakfast One Egg Any Style, Breakfast",110,9,2.5,0,185,100,0,0,0,6
Entrees,Big Boy/Frisch's Big Boy,Breakfast French Toast 3 Triangles with butter and syrup,"Breakfast French Toast 3 Triangles with butter and syrup, Breakfast",1000,38,13,0,145,650,154,2,70,12
Entrees,Big Boy/Frisch's Big Boy,Breakfast French Toast Sticks with syrup,"Breakfast French Toast Sticks with syrup, Breakfast",800,39,7,0,0,560,109,4,43,6
Entrees,Big Boy/Frisch's Big Boy,Breakfast Three Fluffy Pancakes with butter and syrup,"Breakfast Three Fluffy Pancakes with butter and syrup, Breakfast",840,18,8,0,70,1030,156,3,76,13
Entrees,Big Boy/Frisch's Big Boy,Breakfast Two Fluffy Pancakes with butter and syrup,"Breakfast Two Fluffy Pancakes with butter and syrup, Breakfast",730,15,8,0,55,730,140,2,71,9
Appetizers & Sides,Big Boy/Frisch's Big Boy,Breakfast Side Sausage Patties,"Breakfast Side Sausage Patties, Breakfast",400,36,12,0,65,750,4,0,0,14
Appetizers & Sides,Big Boy/Frisch's Big Boy,Breakfast Side Turkey Sausage Patties,"Breakfast Side Turkey Sausage Patties, Breakfast",160,9,2,0,70,540,2,0,0,16
Baked Goods,Big Boy/Frisch's Big Boy,Bread 2 Biscuits no butter,"Bread 2 Biscuits no butter, Bread",590,30,18,0,10,1990,68,2,6,10
Baked Goods,Big Boy/Frisch's Big Boy,Bread Texas White Slice,"Bread Texas White Slice, Bread",150,2.5,1,0,0,280,26,1,2,5
Baked Goods,Big Boy/Frisch's Big Boy,Bread Texas Whole Wheat Slice,"Bread Texas Whole Wheat Slice, Bread",160,3.5,1,0,0,190,29,3,4,5
Baked Goods,Big Boy/Frisch's Big Boy,Bread Whole Wheat Slice,"Bread Whole Wheat Slice, Bread",110,2.5,1,0,0,130,19,2,3,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dipping Sauce Blue Cheese Dressing,"Dipping Sauce Blue Cheese Dressing, Sauces & Dressings",210,20,6,0,35,500,3,0,3,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dipping Sauce Buffalo Sauce,"Dipping Sauce Buffalo Sauce, Sauces & Dressings",100,10,0,0,0,1680,4,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dipping Sauce Cocktail Sauce,"Dipping Sauce Cocktail Sauce, Sauces & Dressings",60,0,0,0,0,590,14,1,11,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dipping Sauce Italian Meat Sauce,"Dipping Sauce Italian Meat Sauce, Sauces & Dressings",45,1.5,0.5,0,5,210,5,1,2,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dipping Sauce Ranch Dressing,"Dipping Sauce Ranch Dressing, Sauces & Dressings",210,21,4,0,20,290,2,0,1,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dipping Sauce Tartar Sauce,"Dipping Sauce Tartar Sauce, Sauces & Dressings",380,40,6,0,10,580,4,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Balsamic Vinaigrette 2 oz.,"Dressing Balsamic Vinaigrette 2 oz., Sauces & Dressings, Salad Bar",140,14,1,0,0,280,4,0,4,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Balsamic Vinaigrette 4 oz.,"Dressing Balsamic Vinaigrette 4 oz., Sauces & Dressings",280,28,2,0,0,560,8,0,8,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Blue Cheese 2 oz.,"Dressing Blue Cheese 2 oz., Sauces & Dressings, Salad Bar",210,20,6,0,35,500,3,0,3,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Blue Cheese 4 oz.,"Dressing Blue Cheese 4 oz., Sauces & Dressings",420,39,13,0,65,1000,6,0,5,6
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing French (Fat Free) 2 oz.,"Dressing French (Fat Free) 2 oz., Sauces & Dressings, Salad Bar",70,0,0,0,0,420,16,0,12,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing French (Fat Free) 4 oz.,"Dressing French (Fat Free) 4 oz., Sauces & Dressings",140,0,0,0,0,840,32,0,24,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Honey Mustard (Fat Free) 2 oz.,"Dressing Honey Mustard (Fat Free) 2 oz., Sauces & Dressings, Salad Bar",100,0,0,0,0,600,26,0,22,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Honey Mustard (Fat Free) 4 oz.,"Dressing Honey Mustard (Fat Free) 4 oz., Sauces & Dressings",200,0,0,0,0,1200,52,0,44,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Italian 2 oz.,"Dressing Italian 2 oz., Sauces & Dressings, Salad Bar",30,1,0,0,0,1140,4,0,4,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Italian 4 oz.,"Dressing Italian 4 oz., Sauces & Dressings",60,2,0,0,0,2280,8,0,8,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Ranch 2 oz.,"Dressing Ranch 2 oz., Sauces & Dressings, Salad Bar",210,21,4,0,20,290,2,0,1,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Ranch 4 oz.,"Dressing Ranch 4 oz., Sauces & Dressings",410,42,8,0,45,580,5,0,3,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Royal Cesar 2 oz.,"Dressing Royal Cesar 2 oz., Sauces & Dressings",240,24,4,0,10,920,2,0,2,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Royal Cesar 4 oz.,"Dressing Royal Cesar 4 oz., Sauces & Dressings",480,48,8,0,20,1840,4,0,4,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Dressing Thousand Island 2 oz.,"Dressing Thousand Island 2 oz., Sauces & Dressings, Salad Bar",320,34,6,0,45,270,3,0,3,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Butter Packet,"Misc. Butter Packet, Sauces & Dressings",70,8,5,0,20,75,0,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Maple Syrup 4 oz.,"Misc. Maple Syrup 4 oz., Sauces & Dressings",430,0,0,0,0,40,107,0,63,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Provolone Cheese Slice,"Misc. Provolone Cheese Slice, Sauces & Dressings",70,6,4,0,15,180,0,0,0,5
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Saltine Cracker Packet,"Misc. Saltine Cracker Packet, Sauces & Dressings",25,0,0,0,0,135,4,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Side Sour Cream,"Misc. Side Sour Cream, Sauces & Dressings",240,20,14,0,80,60,4,0,4,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Sugar Free Jam Packet,"Misc. Sugar Free Jam Packet, Sauces & Dressings",10,0,0,0,0,0,3,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Swiss Cheese Slice,"Misc. Swiss Cheese Slice, Sauces & Dressings",70,5,3,0,15,220,0,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Topping Strawberry,"Misc. Topping Strawberry, Sauces & Dressings",150,0,0,0,0,0,37,0,31,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. American Cheese Slice,"Misc. American Cheese Slice, Sauces & Dressings",40,3.5,2,0,10,125,0,0,0,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Townhouse Cracker Packet,"Misc. Townhouse Cracker Packet, Sauces & Dressings",30,2,0,0,0,60,4,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Unsweetened Tea,"Drink Unsweetened Tea, Drinks",0,0,0,0,0,10,1,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Dr. Pepper Mini 12 oz.,"Drink Diet Dr. Pepper Mini 12 oz., Drinks",0,0,0,0,0,50,0,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Dr. Pepper Small 16 oz.,"Drink Diet Dr. Pepper Small 16 oz., Drinks",0,0,0,0,0,60,0,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Dr. Pepper Medium 20 oz.,"Drink Diet Dr. Pepper Medium 20 oz., Drinks",0,0,0,0,0,75,0,0,0,0
